"Hand: AAQQT, jokers: 0, comb: two_pair"
"Hand: 2577J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 225JQ, jokers: 1, comb: one_pair"
"Hand: 225JQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 45666, jokers: 0, comb: three_kind"
"Hand: 45666, jokers: 0, comb: three_kind --> three_kind"
"Hand: JJJTT, jokers: 3, comb: full_house"
"Hand: JJJTT, jokers: 3, comb: full_house --> five_kind"
"Hand: 6KKKK, jokers: 0, comb: four_kind"
"Hand: 6KKKK, jokers: 0, comb: four_kind --> four_kind"
"Hand: 589AQ, jokers: 0, comb: higher_card"
"Hand: 589AQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 77778, jokers: 0, comb: four_kind"
"Hand: 77778, jokers: 0, comb: four_kind --> four_kind"
"Hand: 66677, jokers: 0, comb: full_house"
"Hand: 66677, jokers: 0, comb: full_house --> full_house"
"Hand: 589KQ, jokers: 0, comb: higher_card"
"Hand: 589KQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 356JK, jokers: 1, comb: higher_card"
"Hand: 356JK, jokers: 1, comb: higher_card --> one_pair"
"Hand: 269KT, jokers: 0, comb: higher_card"
"Hand: 269KT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 444KK, jokers: 0, comb: full_house"
"Hand: 444KK, jokers: 0, comb: full_house --> full_house"
"Hand: 2356T, jokers: 0, comb: higher_card"
"Hand: 2356T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 58899, jokers: 0, comb: two_pair"
"Hand: 58899, jokers: 0, comb: two_pair --> two_pair"
"Hand: 44555, jokers: 0, comb: full_house"
"Hand: 44555, jokers: 0, comb: full_house --> full_house"
"Hand: 3679T, jokers: 0, comb: higher_card"
"Hand: 3679T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 669AA, jokers: 0, comb: two_pair"
"Hand: 669AA, jokers: 0, comb: two_pair --> two_pair"
"Hand: 48QTT, jokers: 0, comb: one_pair"
"Hand: 48QTT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 4466K, jokers: 0, comb: two_pair"
"Hand: 4466K, jokers: 0, comb: two_pair --> two_pair"
"Hand: JJJJJ, jokers: 5, comb: five_kind"
"Hand: JJJJJ, jokers: 5, comb: five_kind --> five_kind"
"Hand: 6AQTT, jokers: 0, comb: one_pair"
"Hand: 6AQTT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 38KKK, jokers: 0, comb: three_kind"
"Hand: 38KKK, jokers: 0, comb: three_kind --> three_kind"
"Hand: 37777, jokers: 0, comb: four_kind"
"Hand: 37777, jokers: 0, comb: four_kind --> four_kind"
"Hand: 666KQ, jokers: 0, comb: three_kind"
"Hand: 666KQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 359AK, jokers: 0, comb: higher_card"
"Hand: 359AK, jokers: 0, comb: higher_card --> higher_card"
"Hand: 467TT, jokers: 0, comb: one_pair"
"Hand: 467TT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 2238J, jokers: 1, comb: one_pair"
"Hand: 2238J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 224JQ, jokers: 1, comb: one_pair"
"Hand: 224JQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 69AQT, jokers: 0, comb: higher_card"
"Hand: 69AQT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 568JT, jokers: 1, comb: higher_card"
"Hand: 568JT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 349KT, jokers: 0, comb: higher_card"
"Hand: 349KT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 24444, jokers: 0, comb: four_kind"
"Hand: 24444, jokers: 0, comb: four_kind --> four_kind"
"Hand: 4488K, jokers: 0, comb: two_pair"
"Hand: 4488K, jokers: 0, comb: two_pair --> two_pair"
"Hand: 57KKK, jokers: 0, comb: three_kind"
"Hand: 57KKK, jokers: 0, comb: three_kind --> three_kind"
"Hand: 666AQ, jokers: 0, comb: three_kind"
"Hand: 666AQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 678QT, jokers: 0, comb: higher_card"
"Hand: 678QT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 346JQ, jokers: 1, comb: higher_card"
"Hand: 346JQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 6699J, jokers: 1, comb: two_pair"
"Hand: 6699J, jokers: 1, comb: two_pair --> full_house"
"Hand: 6AAJK, jokers: 1, comb: one_pair"
"Hand: 6AAJK, jokers: 1, comb: one_pair --> two_pair"
"Hand: 5555A, jokers: 0, comb: four_kind"
"Hand: 5555A, jokers: 0, comb: four_kind --> four_kind"
"Hand: 2222T, jokers: 0, comb: four_kind"
"Hand: 2222T, jokers: 0, comb: four_kind --> four_kind"
"Hand: 7AAAA, jokers: 0, comb: four_kind"
"Hand: 7AAAA, jokers: 0, comb: four_kind --> four_kind"
"Hand: 359QT, jokers: 0, comb: higher_card"
"Hand: 359QT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 25AAA, jokers: 0, comb: three_kind"
"Hand: 25AAA, jokers: 0, comb: three_kind --> three_kind"
"Hand: 5QQQQ, jokers: 0, comb: four_kind"
"Hand: 5QQQQ, jokers: 0, comb: four_kind --> four_kind"
"Hand: 45KTT, jokers: 0, comb: one_pair"
"Hand: 45KTT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 888AA, jokers: 0, comb: full_house"
"Hand: 888AA, jokers: 0, comb: full_house --> full_house"
"Hand: 3555J, jokers: 1, comb: three_kind"
"Hand: 3555J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 569AK, jokers: 0, comb: higher_card"
"Hand: 569AK, jokers: 0, comb: higher_card --> higher_card"
"Hand: 344JQ, jokers: 1, comb: one_pair"
"Hand: 344JQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 457JJ, jokers: 2, comb: one_pair"
"Hand: 457JJ, jokers: 2, comb: one_pair --> three_kind"
"Hand: 2388J, jokers: 1, comb: one_pair"
"Hand: 2388J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 78TTT, jokers: 0, comb: three_kind"
"Hand: 78TTT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 3367J, jokers: 1, comb: one_pair"
"Hand: 3367J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 47AJQ, jokers: 1, comb: higher_card"
"Hand: 47AJQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 2227T, jokers: 0, comb: three_kind"
"Hand: 2227T, jokers: 0, comb: three_kind --> three_kind"
"Hand: 778AA, jokers: 0, comb: two_pair"
"Hand: 778AA, jokers: 0, comb: two_pair --> two_pair"
"Hand: 33JTT, jokers: 1, comb: two_pair"
"Hand: 33JTT, jokers: 1, comb: two_pair --> full_house"
"Hand: 444JJ, jokers: 2, comb: full_house"
"Hand: 444JJ, jokers: 2, comb: full_house --> five_kind"
"Hand: 36JJK, jokers: 2, comb: one_pair"
"Hand: 36JJK, jokers: 2, comb: one_pair --> three_kind"
"Hand: 299QQ, jokers: 0, comb: two_pair"
"Hand: 299QQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: JTTTT, jokers: 1, comb: four_kind"
"Hand: JTTTT, jokers: 1, comb: four_kind --> five_kind"
"Hand: 68JKT, jokers: 1, comb: higher_card"
"Hand: 68JKT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 33777, jokers: 0, comb: full_house"
"Hand: 33777, jokers: 0, comb: full_house --> full_house"
"Hand: 6QQQT, jokers: 0, comb: three_kind"
"Hand: 6QQQT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 9JQQQ, jokers: 1, comb: three_kind"
"Hand: 9JQQQ, jokers: 1, comb: three_kind --> four_kind"
"Hand: 234AK, jokers: 0, comb: higher_card"
"Hand: 234AK, jokers: 0, comb: higher_card --> higher_card"
"Hand: 3448Q, jokers: 0, comb: one_pair"
"Hand: 3448Q, jokers: 0, comb: one_pair --> one_pair"
"Hand: 23359, jokers: 0, comb: one_pair"
"Hand: 23359, jokers: 0, comb: one_pair --> one_pair"
"Hand: 23789, jokers: 0, comb: higher_card"
"Hand: 23789, jokers: 0, comb: higher_card --> higher_card"
"Hand: 8JQTT, jokers: 1, comb: one_pair"
"Hand: 8JQTT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 4445J, jokers: 1, comb: three_kind"
"Hand: 4445J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 6666K, jokers: 0, comb: four_kind"
"Hand: 6666K, jokers: 0, comb: four_kind --> four_kind"
"Hand: 56668, jokers: 0, comb: three_kind"
"Hand: 56668, jokers: 0, comb: three_kind --> three_kind"
"Hand: 4AAAA, jokers: 0, comb: four_kind"
"Hand: 4AAAA, jokers: 0, comb: four_kind --> four_kind"
"Hand: 88999, jokers: 0, comb: full_house"
"Hand: 88999, jokers: 0, comb: full_house --> full_house"
"Hand: 2348K, jokers: 0, comb: higher_card"
"Hand: 2348K, jokers: 0, comb: higher_card --> higher_card"
"Hand: 55AAK, jokers: 0, comb: two_pair"
"Hand: 55AAK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 55888, jokers: 0, comb: full_house"
"Hand: 55888, jokers: 0, comb: full_house --> full_house"
"Hand: 57799, jokers: 0, comb: two_pair"
"Hand: 57799, jokers: 0, comb: two_pair --> two_pair"
"Hand: 336AJ, jokers: 1, comb: one_pair"
"Hand: 336AJ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 33ATT, jokers: 0, comb: two_pair"
"Hand: 33ATT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 779AQ, jokers: 0, comb: one_pair"
"Hand: 779AQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 33389, jokers: 0, comb: three_kind"
"Hand: 33389, jokers: 0, comb: three_kind --> three_kind"
"Hand: 66QQT, jokers: 0, comb: two_pair"
"Hand: 66QQT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 237JT, jokers: 1, comb: higher_card"
"Hand: 237JT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 33338, jokers: 0, comb: four_kind"
"Hand: 33338, jokers: 0, comb: four_kind --> four_kind"
"Hand: 22278, jokers: 0, comb: three_kind"
"Hand: 22278, jokers: 0, comb: three_kind --> three_kind"
"Hand: 66TTT, jokers: 0, comb: full_house"
"Hand: 66TTT, jokers: 0, comb: full_house --> full_house"
"Hand: 23333, jokers: 0, comb: four_kind"
"Hand: 23333, jokers: 0, comb: four_kind --> four_kind"
"Hand: 558AT, jokers: 0, comb: one_pair"
"Hand: 558AT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 88889, jokers: 0, comb: four_kind"
"Hand: 88889, jokers: 0, comb: four_kind --> four_kind"
"Hand: 3KQQQ, jokers: 0, comb: three_kind"
"Hand: 3KQQQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 5668T, jokers: 0, comb: one_pair"
"Hand: 5668T, jokers: 0, comb: one_pair --> one_pair"
"Hand: 567JK, jokers: 1, comb: higher_card"
"Hand: 567JK, jokers: 1, comb: higher_card --> one_pair"
"Hand: 57777, jokers: 0, comb: four_kind"
"Hand: 57777, jokers: 0, comb: four_kind --> four_kind"
"Hand: 35566, jokers: 0, comb: two_pair"
"Hand: 35566, jokers: 0, comb: two_pair --> two_pair"
"Hand: JKTTT, jokers: 1, comb: three_kind"
"Hand: JKTTT, jokers: 1, comb: three_kind --> four_kind"
"Hand: 5789J, jokers: 1, comb: higher_card"
"Hand: 5789J, jokers: 1, comb: higher_card --> one_pair"
"Hand: 4477A, jokers: 0, comb: two_pair"
"Hand: 4477A, jokers: 0, comb: two_pair --> two_pair"
"Hand: 27TTT, jokers: 0, comb: three_kind"
"Hand: 27TTT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2267T, jokers: 0, comb: one_pair"
"Hand: 2267T, jokers: 0, comb: one_pair --> one_pair"
"Hand: 6TTTT, jokers: 0, comb: four_kind"
"Hand: 6TTTT, jokers: 0, comb: four_kind --> four_kind"
"Hand: 9JKQQ, jokers: 1, comb: one_pair"
"Hand: 9JKQQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 678AQ, jokers: 0, comb: higher_card"
"Hand: 678AQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 4444J, jokers: 1, comb: four_kind"
"Hand: 4444J, jokers: 1, comb: four_kind --> five_kind"
"Hand: 389JQ, jokers: 1, comb: higher_card"
"Hand: 389JQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 4448J, jokers: 1, comb: three_kind"
"Hand: 4448J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 88QQQ, jokers: 0, comb: full_house"
"Hand: 88QQQ, jokers: 0, comb: full_house --> full_house"
"Hand: 34579, jokers: 0, comb: higher_card"
"Hand: 34579, jokers: 0, comb: higher_card --> higher_card"
"Hand: 9999K, jokers: 0, comb: four_kind"
"Hand: 9999K, jokers: 0, comb: four_kind --> four_kind"
"Hand: 266AJ, jokers: 1, comb: one_pair"
"Hand: 266AJ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 7TTTT, jokers: 0, comb: four_kind"
"Hand: 7TTTT, jokers: 0, comb: four_kind --> four_kind"
"Hand: 2679T, jokers: 0, comb: higher_card"
"Hand: 2679T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 679AT, jokers: 0, comb: higher_card"
"Hand: 679AT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 559AJ, jokers: 1, comb: one_pair"
"Hand: 559AJ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 89JJK, jokers: 2, comb: one_pair"
"Hand: 89JJK, jokers: 2, comb: one_pair --> three_kind"
"Hand: 33357, jokers: 0, comb: three_kind"
"Hand: 33357, jokers: 0, comb: three_kind --> three_kind"
"Hand: 4AJQT, jokers: 1, comb: higher_card"
"Hand: 4AJQT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 2568T, jokers: 0, comb: higher_card"
"Hand: 2568T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 2579A, jokers: 0, comb: higher_card"
"Hand: 2579A, jokers: 0, comb: higher_card --> higher_card"
"Hand: 777KQ, jokers: 0, comb: three_kind"
"Hand: 777KQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 44689, jokers: 0, comb: one_pair"
"Hand: 44689, jokers: 0, comb: one_pair --> one_pair"
"Hand: 679TT, jokers: 0, comb: one_pair"
"Hand: 679TT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 4AQQT, jokers: 0, comb: one_pair"
"Hand: 4AQQT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 22447, jokers: 0, comb: two_pair"
"Hand: 22447, jokers: 0, comb: two_pair --> two_pair"
"Hand: 3JKKK, jokers: 1, comb: three_kind"
"Hand: 3JKKK, jokers: 1, comb: three_kind --> four_kind"
"Hand: 77TTT, jokers: 0, comb: full_house"
"Hand: 77TTT, jokers: 0, comb: full_house --> full_house"
"Hand: 888JJ, jokers: 2, comb: full_house"
"Hand: 888JJ, jokers: 2, comb: full_house --> five_kind"
"Hand: 245AT, jokers: 0, comb: higher_card"
"Hand: 245AT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 68888, jokers: 0, comb: four_kind"
"Hand: 68888, jokers: 0, comb: four_kind --> four_kind"
"Hand: 25KQQ, jokers: 0, comb: one_pair"
"Hand: 25KQQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 33445, jokers: 0, comb: two_pair"
"Hand: 33445, jokers: 0, comb: two_pair --> two_pair"
"Hand: 99AAK, jokers: 0, comb: two_pair"
"Hand: 99AAK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2357T, jokers: 0, comb: higher_card"
"Hand: 2357T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 4448Q, jokers: 0, comb: three_kind"
"Hand: 4448Q, jokers: 0, comb: three_kind --> three_kind"
"Hand: 8AAJQ, jokers: 1, comb: one_pair"
"Hand: 8AAJQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 578JQ, jokers: 1, comb: higher_card"
"Hand: 578JQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 277TT, jokers: 0, comb: two_pair"
"Hand: 277TT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 58AKQ, jokers: 0, comb: higher_card"
"Hand: 58AKQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 39AAT, jokers: 0, comb: one_pair"
"Hand: 39AAT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 78JJT, jokers: 2, comb: one_pair"
"Hand: 78JJT, jokers: 2, comb: one_pair --> three_kind"
"Hand: 5788J, jokers: 1, comb: one_pair"
"Hand: 5788J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 88ATT, jokers: 0, comb: two_pair"
"Hand: 88ATT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 23459, jokers: 0, comb: higher_card"
"Hand: 23459, jokers: 0, comb: higher_card --> higher_card"
"Hand: 299QT, jokers: 0, comb: one_pair"
"Hand: 299QT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 22667, jokers: 0, comb: two_pair"
"Hand: 22667, jokers: 0, comb: two_pair --> two_pair"
"Hand: QQQTT, jokers: 0, comb: full_house"
"Hand: QQQTT, jokers: 0, comb: full_house --> full_house"
"Hand: 2469J, jokers: 1, comb: higher_card"
"Hand: 2469J, jokers: 1, comb: higher_card --> one_pair"
"Hand: 6667T, jokers: 0, comb: three_kind"
"Hand: 6667T, jokers: 0, comb: three_kind --> three_kind"
"Hand: 999QT, jokers: 0, comb: three_kind"
"Hand: 999QT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 67779, jokers: 0, comb: three_kind"
"Hand: 67779, jokers: 0, comb: three_kind --> three_kind"
"Hand: 3777J, jokers: 1, comb: three_kind"
"Hand: 3777J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 578KT, jokers: 0, comb: higher_card"
"Hand: 578KT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 47AAA, jokers: 0, comb: three_kind"
"Hand: 47AAA, jokers: 0, comb: three_kind --> three_kind"
"Hand: 888JQ, jokers: 1, comb: three_kind"
"Hand: 888JQ, jokers: 1, comb: three_kind --> four_kind"
"Hand: 366KQ, jokers: 0, comb: one_pair"
"Hand: 366KQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 3479J, jokers: 1, comb: higher_card"
"Hand: 3479J, jokers: 1, comb: higher_card --> one_pair"
"Hand: 4JTTT, jokers: 1, comb: three_kind"
"Hand: 4JTTT, jokers: 1, comb: three_kind --> four_kind"
"Hand: 5558A, jokers: 0, comb: three_kind"
"Hand: 5558A, jokers: 0, comb: three_kind --> three_kind"
"Hand: 8JJJJ, jokers: 4, comb: four_kind"
"Hand: 8JJJJ, jokers: 4, comb: four_kind --> five_kind"
"Hand: 2789T, jokers: 0, comb: higher_card"
"Hand: 2789T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 8899A, jokers: 0, comb: two_pair"
"Hand: 8899A, jokers: 0, comb: two_pair --> two_pair"
"Hand: 25TTT, jokers: 0, comb: three_kind"
"Hand: 25TTT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 34444, jokers: 0, comb: four_kind"
"Hand: 34444, jokers: 0, comb: four_kind --> four_kind"
"Hand: 55567, jokers: 0, comb: three_kind"
"Hand: 55567, jokers: 0, comb: three_kind --> three_kind"
"Hand: 579AT, jokers: 0, comb: higher_card"
"Hand: 579AT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 5AAAQ, jokers: 0, comb: three_kind"
"Hand: 5AAAQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 566AA, jokers: 0, comb: two_pair"
"Hand: 566AA, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2233J, jokers: 1, comb: two_pair"
"Hand: 2233J, jokers: 1, comb: two_pair --> full_house"
"Hand: 36AJT, jokers: 1, comb: higher_card"
"Hand: 36AJT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 2679K, jokers: 0, comb: higher_card"
"Hand: 2679K, jokers: 0, comb: higher_card --> higher_card"
"Hand: 338QQ, jokers: 0, comb: two_pair"
"Hand: 338QQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: 5559A, jokers: 0, comb: three_kind"
"Hand: 5559A, jokers: 0, comb: three_kind --> three_kind"
"Hand: JKKKK, jokers: 1, comb: four_kind"
"Hand: JKKKK, jokers: 1, comb: four_kind --> five_kind"
"Hand: 22888, jokers: 0, comb: full_house"
"Hand: 22888, jokers: 0, comb: full_house --> full_house"
"Hand: 3677J, jokers: 1, comb: one_pair"
"Hand: 3677J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 3347T, jokers: 0, comb: one_pair"
"Hand: 3347T, jokers: 0, comb: one_pair --> one_pair"
"Hand: 44KKQ, jokers: 0, comb: two_pair"
"Hand: 44KKQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: 67KKK, jokers: 0, comb: three_kind"
"Hand: 67KKK, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2299K, jokers: 0, comb: two_pair"
"Hand: 2299K, jokers: 0, comb: two_pair --> two_pair"
"Hand: 368JJ, jokers: 2, comb: one_pair"
"Hand: 368JJ, jokers: 2, comb: one_pair --> three_kind"
"Hand: AKKKT, jokers: 0, comb: three_kind"
"Hand: AKKKT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 44JTT, jokers: 1, comb: two_pair"
"Hand: 44JTT, jokers: 1, comb: two_pair --> full_house"
"Hand: 799AA, jokers: 0, comb: two_pair"
"Hand: 799AA, jokers: 0, comb: two_pair --> two_pair"
"Hand: 36AAA, jokers: 0, comb: three_kind"
"Hand: 36AAA, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2456A, jokers: 0, comb: higher_card"
"Hand: 2456A, jokers: 0, comb: higher_card --> higher_card"
"Hand: 22445, jokers: 0, comb: two_pair"
"Hand: 22445, jokers: 0, comb: two_pair --> two_pair"
"Hand: 57JKQ, jokers: 1, comb: higher_card"
"Hand: 57JKQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 2259T, jokers: 0, comb: one_pair"
"Hand: 2259T, jokers: 0, comb: one_pair --> one_pair"
"Hand: 2499A, jokers: 0, comb: one_pair"
"Hand: 2499A, jokers: 0, comb: one_pair --> one_pair"
"Hand: 3788A, jokers: 0, comb: one_pair"
"Hand: 3788A, jokers: 0, comb: one_pair --> one_pair"
"Hand: 2378J, jokers: 1, comb: higher_card"
"Hand: 2378J, jokers: 1, comb: higher_card --> one_pair"
"Hand: 22226, jokers: 0, comb: four_kind"
"Hand: 22226, jokers: 0, comb: four_kind --> four_kind"
"Hand: 55AAA, jokers: 0, comb: full_house"
"Hand: 55AAA, jokers: 0, comb: full_house --> full_house"
"Hand: 27777, jokers: 0, comb: four_kind"
"Hand: 27777, jokers: 0, comb: four_kind --> four_kind"
"Hand: 55668, jokers: 0, comb: two_pair"
"Hand: 55668, jokers: 0, comb: two_pair --> two_pair"
"Hand: 34446, jokers: 0, comb: three_kind"
"Hand: 34446, jokers: 0, comb: three_kind --> three_kind"
"Hand: 6666J, jokers: 1, comb: four_kind"
"Hand: 6666J, jokers: 1, comb: four_kind --> five_kind"
"Hand: 68999, jokers: 0, comb: three_kind"
"Hand: 68999, jokers: 0, comb: three_kind --> three_kind"
"Hand: 499AA, jokers: 0, comb: two_pair"
"Hand: 499AA, jokers: 0, comb: two_pair --> two_pair"
"Hand: 66668, jokers: 0, comb: four_kind"
"Hand: 66668, jokers: 0, comb: four_kind --> four_kind"
"Hand: 2568K, jokers: 0, comb: higher_card"
"Hand: 2568K, jokers: 0, comb: higher_card --> higher_card"
"Hand: 3339J, jokers: 1, comb: three_kind"
"Hand: 3339J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 33446, jokers: 0, comb: two_pair"
"Hand: 33446, jokers: 0, comb: two_pair --> two_pair"
"Hand: 46JKT, jokers: 1, comb: higher_card"
"Hand: 46JKT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 33345, jokers: 0, comb: three_kind"
"Hand: 33345, jokers: 0, comb: three_kind --> three_kind"
"Hand: 24555, jokers: 0, comb: three_kind"
"Hand: 24555, jokers: 0, comb: three_kind --> three_kind"
"Hand: 339JK, jokers: 1, comb: one_pair"
"Hand: 339JK, jokers: 1, comb: one_pair --> two_pair"
"Hand: 4556J, jokers: 1, comb: one_pair"
"Hand: 4556J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 4568T, jokers: 0, comb: higher_card"
"Hand: 4568T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 2247Q, jokers: 0, comb: one_pair"
"Hand: 2247Q, jokers: 0, comb: one_pair --> one_pair"
"Hand: 22555, jokers: 0, comb: full_house"
"Hand: 22555, jokers: 0, comb: full_house --> full_house"
"Hand: 55JTT, jokers: 1, comb: two_pair"
"Hand: 55JTT, jokers: 1, comb: two_pair --> full_house"
"Hand: 379AJ, jokers: 1, comb: higher_card"
"Hand: 379AJ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 8AAAQ, jokers: 0, comb: three_kind"
"Hand: 8AAAQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2777J, jokers: 1, comb: three_kind"
"Hand: 2777J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 4444T, jokers: 0, comb: four_kind"
"Hand: 4444T, jokers: 0, comb: four_kind --> four_kind"
"Hand: 33577, jokers: 0, comb: two_pair"
"Hand: 33577, jokers: 0, comb: two_pair --> two_pair"
"Hand: 38KQQ, jokers: 0, comb: one_pair"
"Hand: 38KQQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 22227, jokers: 0, comb: four_kind"
"Hand: 22227, jokers: 0, comb: four_kind --> four_kind"
"Hand: 444AA, jokers: 0, comb: full_house"
"Hand: 444AA, jokers: 0, comb: full_house --> full_house"
"Hand: 2389K, jokers: 0, comb: higher_card"
"Hand: 2389K, jokers: 0, comb: higher_card --> higher_card"
"Hand: 59KKK, jokers: 0, comb: three_kind"
"Hand: 59KKK, jokers: 0, comb: three_kind --> three_kind"
"Hand: 4477K, jokers: 0, comb: two_pair"
"Hand: 4477K, jokers: 0, comb: two_pair --> two_pair"
"Hand: 22999, jokers: 0, comb: full_house"
"Hand: 22999, jokers: 0, comb: full_house --> full_house"
"Hand: 3333J, jokers: 1, comb: four_kind"
"Hand: 3333J, jokers: 1, comb: four_kind --> five_kind"
"Hand: 33399, jokers: 0, comb: full_house"
"Hand: 33399, jokers: 0, comb: full_house --> full_house"
"Hand: 34777, jokers: 0, comb: three_kind"
"Hand: 34777, jokers: 0, comb: three_kind --> three_kind"
"Hand: 789QT, jokers: 0, comb: higher_card"
"Hand: 789QT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 3TTTT, jokers: 0, comb: four_kind"
"Hand: 3TTTT, jokers: 0, comb: four_kind --> four_kind"
"Hand: 8AQQQ, jokers: 0, comb: three_kind"
"Hand: 8AQQQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 79999, jokers: 0, comb: four_kind"
"Hand: 79999, jokers: 0, comb: four_kind --> four_kind"
"Hand: 2569T, jokers: 0, comb: higher_card"
"Hand: 2569T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 6AAAJ, jokers: 1, comb: three_kind"
"Hand: 6AAAJ, jokers: 1, comb: three_kind --> four_kind"
"Hand: 3389K, jokers: 0, comb: one_pair"
"Hand: 3389K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 77KKT, jokers: 0, comb: two_pair"
"Hand: 77KKT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 5567J, jokers: 1, comb: one_pair"
"Hand: 5567J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 22QQQ, jokers: 0, comb: full_house"
"Hand: 22QQQ, jokers: 0, comb: full_house --> full_house"
